Time,ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1::Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1::Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1 1::Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY B1 1::Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY GROUND 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - MD OFFICE  - STORY TOP 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s]
20:15:00,4.093642E+03,0.000000E+00,1.384314E-01,0.000000E+00,2.745887E+03,0.000000E+00,9.285542E-02,0.000000E+00,3.231587E+04,1.909265E+04,1.092498E+00,1.667462E+00,2.135012E+04,1.423663E+04,7.217641E-01,1.243368E+00,4.073593E+04,1.598688E+04,1.377014E+00,1.396290E+00,2.661804E+04,1.144971E+04,8.997539E-01,1.000022E+00
20:30:00,4.086881E+03,0.000000E+00,1.382027E-01,0.000000E+00,2.741484E+03,0.000000E+00,9.270653E-02,0.000000E+00,3.227018E+04,1.877430E+04,1.090953E+00,1.639667E+00,2.132207E+04,1.391863E+04,7.208158E-01,1.215604E+00,4.073418E+04,1.537323E+04,1.376955E+00,1.342701E+00,2.661698E+04,1.088211E+04,8.997180E-01,9.504561E-01
20:45:00,4.080305E+03,0.000000E+00,1.379804E-01,0.000000E+00,2.737203E+03,0.000000E+00,9.256177E-02,0.000000E+00,3.222574E+04,1.848534E+04,1.089451E+00,1.614436E+00,2.129479E+04,1.363503E+04,7.198937E-01,1.190842E+00,4.073257E+04,1.486109E+04,1.376900E+00,1.297979E+00,2.661599E+04,1.041472E+04,8.996847E-01,9.096423E-01
21:00:00,4.073908E+03,0.000000E+00,1.377640E-01,0.000000E+00,2.733041E+03,0.000000E+00,9.242103E-02,0.000000E+00,3.218249E+04,1.821609E+04,1.087989E+00,1.590926E+00,2.126827E+04,1.337547E+04,7.189971E-01,1.168178E+00,4.073107E+04,1.441657E+04,1.376849E+00,1.259162E+00,2.661508E+04,1.001474E+04,8.996538E-01,8.747137E-01
21:15:00,4.067684E+03,0.000000E+00,1.375536E-01,0.000000E+00,2.728994E+03,0.000000E+00,9.228417E-02,0.000000E+00,3.214041E+04,1.795900E+04,1.086566E+00,1.568476E+00,2.124247E+04,1.313256E+04,7.181251E-01,1.146965E+00,4.072968E+04,1.401709E+04,1.376802E+00,1.224276E+00,2.661423E+04,9.661466E+03,8.996251E-01,8.438621E-01
21:30:00,4.061629E+03,0.000000E+00,1.373488E-01,0.000000E+00,2.725058E+03,0.000000E+00,9.215109E-02,0.000000E+00,3.209947E+04,1.771125E+04,1.085182E+00,1.546840E+00,2.121739E+04,1.290269E+04,7.172770E-01,1.126891E+00,4.072839E+04,1.365099E+04,1.376759E+00,1.192304E+00,2.661344E+04,9.343415E+03,8.995982E-01,8.160853E-01
21:45:00,4.055737E+03,0.000000E+00,1.371496E-01,0.000000E+00,2.721231E+03,0.000000E+00,9.202166E-02,0.000000E+00,3.205963E+04,1.747102E+04,1.083835E+00,1.525859E+00,2.119299E+04,1.268342E+04,7.164523E-01,1.107741E+00,4.072718E+04,1.331075E+04,1.376718E+00,1.162588E+00,2.661269E+04,9.053042E+03,8.995731E-01,7.907248E-01
22:00:00,4.050004E+03,0.000000E+00,1.369557E-01,0.000000E+00,2.717509E+03,0.000000E+00,9.189578E-02,0.000000E+00,3.202085E+04,1.723701E+04,1.082524E+00,1.505422E+00,2.116927E+04,1.247299E+04,7.156501E-01,1.089363E+00,4.072605E+04,1.299097E+04,1.376680E+00,1.134659E+00,2.661200E+04,8.784884E+03,8.995495E-01,7.673040E-01
22:15:00,3.035364E+03,0.000000E+00,1.026444E-01,0.000000E+00,2.036742E+03,0.000000E+00,6.887486E-02,0.000000E+00,2.525591E+04,1.355737E+04,8.471742E-01,1.172107E+00,1.690720E+04,1.004502E+04,5.660646E-01,8.645156E-01,3.339357E+04,9.624868E+03,1.113796E+00,8.406569E-01,2.202222E+04,6.566936E+03,7.335246E-01,5.723161E-01
22:30:00,2.022175E+03,0.000000E+00,6.838226E-02,0.000000E+00,1.356919E+03,0.000000E+00,4.588584E-02,0.000000E+00,1.978098E+04,1.045435E+04,6.486943E-01,8.808074E-01,1.347969E+04,8.028223E+03,4.404847E-01,6.699939E-01,2.810745E+04,6.741578E+03,9.098208E-01,5.821433E-01,1.872186E+04,4.709190E+03,6.045334E-01,4.040254E-01
22:45:00,1.010400E+03,0.000000E+00,3.416788E-02,0.000000E+00,6.780135E+02,0.000000E+00,2.292783E-02,0.000000E+00,1.523197E+04,7.842243E+03,4.768281E-01,6.247461E-01,1.059927E+04,6.305816E+03,3.304805E-01,4.965704E-01,2.437422E+04,4.349714E+03,7.497094E-01,3.599511E-01,1.636492E+04,3.214363E+03,5.022179E-01,2.621722E-01
23:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.122202E+04,5.519985E+03,3.201543E-01,3.897032E-01,8.047253E+03,4.753661E+03,2.297234E-01,3.357557E-01,2.139264E+04,2.473167E+03,6.107555E-01,1.747696E-01,1.446631E+04,2.026427E+03,4.128397E-01,1.429173E-01
23:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.408520E+04,6.716698E+03,4.017547E-01,4.737354E-01,9.847300E+03,5.497643E+03,2.810181E-01,3.878941E-01,2.612391E+04,3.740862E+03,7.454974E-01,2.640036E-01,1.740810E+04,2.804791E+03,4.966093E-01,1.976645E-01
23:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.579502E+04,7.427920E+03,4.504301E-01,5.231687E-01,1.089519E+04,5.889202E+03,3.106861E-01,4.147479E-01,2.900488E+04,4.639989E+03,8.269145E-01,3.271759E-01,1.917992E+04,3.340168E+03,5.467460E-01,2.351353E-01
23:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.665570E+04,7.704107E+03,4.747288E-01,5.422756E-01,1.144722E+04,6.028910E+03,3.262679E-01,4.243711E-01,3.046781E+04,5.149315E+03,8.683092E-01,3.624913E-01,2.009269E+04,3.577437E+03,5.726107E-01,2.518193E-01
24:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.704461E+04,7.740784E+03,4.858008E-01,5.448661E-01,1.171546E+04,6.036385E+03,3.339031E-01,4.249053E-01,3.128580E+04,5.218493E+03,8.915866E-01,3.673346E-01,2.061337E+04,3.563326E+03,5.874249E-01,2.508307E-01
Peak,5.123986E+03,0.000000E+00,1.735575E-01,0.000000E+00,3.469320E+03,0.000000E+00,1.173751E-01,0.000000E+00,3.833842E+04,2.843224E+04,1.290548E+00,2.483196E+00,2.515502E+04,2.286804E+04,8.468793E-01,1.997257E+00,4.587836E+04,3.615196E+04,1.544598E+00,3.157677E+00,2.978156E+04,2.708728E+04,1.002752E+00,2.365972E+00

Peak Vol Flow (m3/s),,,1.475974E-01,0.000000E+00,,,9.981852E-02,0.000000E+00,,,1.097513E+00,2.111768E+00,,,7.202061E-01,1.698515E+00,,,1.313562E+00,2.685363E+00,,,8.527635E-01,2.012079E+00
